packets_received,bytes_received,packets_transmitted,bytes_transmitted,traffic_type,i_src_host,i_dst_host
859520.0,27537809408.0,859520.0,27537809408.0,3,h4,iot1
0.0,0.0,0.0,0.0,0,0,0
860408.0,27552546816.0,860408.0,27552546816.0,3,h6,h4
853320.0,26876796928.0,853320.0,26876796928.0,3,h9,h5
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h2,h3
70.0,6300.0,70.0,6300.0,1,h3,h5
756.0,1113672.0,756.0,1113672.0,2,iot1,h9
70.0,6300.0,70.0,6300.0,1,h2,h9
0.0,0.0,0.0,0.0,0,0,0
704040.0,23434954752.0,704040.0,23434954752.0,3,h4,h9
70.0,6300.0,70.0,6300.0,1,h3,h8
70.0,6300.0,70.0,6300.0,1,h6,h3
756.0,1113672.0,756.0,1113672.0,2,h2,h4
80.0,6720.0,80.0,6720.0,1,h5,h10
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h8
828072.0,25629421568.0,828072.0,25629421568.0,3,h2,h8
80.0,6720.0,80.0,6720.0,1,h10,h3
70.0,6300.0,70.0,6300.0,1,h5,h3
70.0,6300.0,70.0,6300.0,1,h4,h5
776136.0,24727365632.0,776136.0,24727365632.0,3,iot1,h4
80.0,6720.0,80.0,6720.0,1,h10,h8
0.0,0.0,0.0,0.0,0,0,0
877424.0,27423647744.0,877424.0,27423647744.0,3,h4,h3
840080.0,27243972608.0,840080.0,27243972608.0,3,h9,iot1
756.0,1113672.0,756.0,1113672.0,2,h5,h7
476600.0,15603858432.0,476600.0,15603858432.0,3,h9,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h6,h10
756.0,1113672.0,756.0,1113672.0,2,h2,h3
756.0,1113672.0,756.0,1113672.0,2,h2,h9
70.0,6300.0,70.0,6300.0,1,h1,iot1
817504.0,25265917952.0,817504.0,25265917952.0,3,h2,h6
70.0,6300.0,70.0,6300.0,1,iot1,h3
80.0,6720.0,80.0,6720.0,1,h1,h7
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h4
877944.0,27526440960.0,877944.0,27526440960.0,3,h5,h2
756.0,1113672.0,756.0,1113672.0,2,h8,h3
64.0,5712.0,64.0,5712.0,1,h9,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h3,iot1
756.0,1113672.0,756.0,1113672.0,2,h8,iot1
845088.0,26193631232.0,845088.0,26193631232.0,3,h8,h9
754.0,1114612.0,754.0,1114612.0,2,h2,h5
756.0,1113672.0,756.0,1113672.0,2,h10,h3
0.0,0.0,0.0,0.0,0,0,0
753.0,1114570.0,753.0,1114570.0,2,h8,h6
508291.0,16199051264.0,508291.0,16199051264.0,3,iot1,h3
70.0,6300.0,70.0,6300.0,1,h1,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h3,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,iot1,h6
756.0,1113672.0,756.0,1113672.0,2,h3,h10
756.0,1113672.0,756.0,1113672.0,2,h9,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h8
756.0,1113672.0,756.0,1113672.0,2,h1,h7
756.0,1113672.0,756.0,1113672.0,2,h7,h9
756.0,1113672.0,756.0,1113672.0,2,h1,h9
430664.0,17197807616.0,430664.0,17197807616.0,3,h7,h8
764.0,1115032.0,764.0,1115032.0,2,h6,h9
371462.0,12063086592.0,371462.0,12063086592.0,3,h5,h3
754.0,1114612.0,754.0,1114612.0,2,h8,h5
756.0,1113672.0,756.0,1113672.0,2,h9,iot1
756.0,1113672.0,756.0,1113672.0,2,h4,h7
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
921320.0,28654426112.0,921320.0,28654426112.0,3,h4,h3
671.0,975758.0,671.0,975758.0,2,h2,h10
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
893952.0,28355872768.0,893952.0,28355872768.0,3,h7,h2
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h3,h6
756.0,1113672.0,756.0,1113672.0,2,h3,h5
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h9,h6
1730.0,2586360.0,1730.0,2586360.0,2,h2,h4
60.0,5880.0,60.0,5880.0,1,h4,h2
70.0,6300.0,70.0,6300.0,1,h2,iot1
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h3,h2
888296.0,28208699392.0,888296.0,28208699392.0,3,h2,h10
756.0,1113672.0,756.0,1113672.0,2,iot1,h3
70.0,6300.0,70.0,6300.0,1,h2,h6
890152.0,27692922880.0,890152.0,27692922880.0,3,iot1,h9
913528.0,28512360448.0,913528.0,28512360448.0,3,h3,h1
772828.0,24250175488.0,772828.0,24250175488.0,3,h7,h10
512592.0,16165125120.0,512592.0,16165125120.0,3,h5,h4
756.0,1113672.0,756.0,1113672.0,2,iot1,h10
756.0,1113672.0,756.0,1113672.0,2,h9,h8
756.0,1113672.0,756.0,1113672.0,2,h5,h3
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
847184.0,26447523840.0,847184.0,26447523840.0,3,h6,h10
0.0,0.0,0.0,0.0,0,0,0
874192.0,27683481600.0,874192.0,27683481600.0,3,h5,h4
0.0,0.0,0.0,0.0,0,0,0
770536.0,24181735424.0,770536.0,24181735424.0,3,h4,h10
70.0,6300.0,70.0,6300.0,1,h4,h6
865880.0,28200929280.0,865880.0,28200929280.0,3,h6,h3
805320.0,26052593664.0,805320.0,26052593664.0,3,h2,h5
736.0,1112832.0,736.0,1112832.0,2,h3,h6
846792.0,26902581248.0,846792.0,26902581248.0,3,h8,h5
805536.0,26280148992.0,805536.0,26280148992.0,3,h1,h10
70.0,6300.0,70.0,6300.0,1,h8,h7
69.0,6258.0,69.0,6258.0,1,h8,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h4,h8
870536.0,27540633600.0,870536.0,27540633600.0,3,h6,h9
80.0,6720.0,80.0,6720.0,1,h2,h10
873496.0,27240935424.0,873496.0,27240935424.0,3,h7,h3
70.0,6300.0,70.0,6300.0,1,h1,h9
80.0,6720.0,80.0,6720.0,1,h2,h10
664.0,974568.0,664.0,974568.0,2,h3,h9
756.0,1113672.0,756.0,1113672.0,2,h10,iot1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h4,h5
80.0,6720.0,80.0,6720.0,1,h6,h2
70.0,6300.0,70.0,6300.0,1,h2,iot1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,h4
756.0,1113672.0,756.0,1113672.0,2,h10,h3
70.0,6300.0,70.0,6300.0,1,h8,h9
80.0,6720.0,80.0,6720.0,1,iot1,h6
70.0,6300.0,70.0,6300.0,1,h9,h1
807976.0,25178257408.0,807976.0,25178257408.0,3,h10,h4
70.0,6300.0,70.0,6300.0,1,h6,h1
71.0,6342.0,71.0,6342.0,1,h7,h5
664.0,974568.0,664.0,974568.0,2,h9,h3
70.0,6300.0,70.0,6300.0,1,h6,h10
0.0,0.0,0.0,0.0,0,0,0
1811.0,2588304.0,1811.0,2588304.0,2,h9,h1
856680.0,26785792000.0,856680.0,26785792000.0,3,h7,h1
756.0,1113672.0,756.0,1113672.0,2,iot1,h6
756.0,1113672.0,756.0,1113672.0,2,h9,h6
475208.0,15519880192.0,475208.0,15519880192.0,3,h5,h6
70.0,6300.0,70.0,6300.0,1,h7,iot1
0.0,0.0,0.0,0.0,0,0,0
913248.0,28679059456.0,913248.0,28679059456.0,3,h2,h8
804376.0,25210525696.0,804376.0,25210525696.0,3,h8,h7
756.0,1113672.0,756.0,1113672.0,2,h6,h5
736.0,1112832.0,736.0,1112832.0,2,h5,h6
756.0,1113672.0,756.0,1113672.0,2,h8,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h8
664.0,974568.0,664.0,974568.0,2,h5,h1
803088.0,26116409344.0,803088.0,26116409344.0,3,h2,h10
841304.0,27067893760.0,841304.0,27067893760.0,3,h3,iot1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,iot1
785584.0,24406075392.0,785584.0,24406075392.0,3,h3,iot1
70.0,6300.0,70.0,6300.0,1,h1,h5
756.0,1113672.0,756.0,1113672.0,2,h5,h7
70.0,6300.0,70.0,6300.0,1,iot1,h2
0.0,0.0,0.0,0.0,0,0,0
788459.0,25172381696.0,788459.0,25172381696.0,3,h10,h4
64.0,5712.0,64.0,5712.0,1,h4,h9
70.0,6300.0,70.0,6300.0,1,h5,h8
0.0,0.0,0.0,0.0,0,0,0
822704.0,25763284992.0,822704.0,25763284992.0,3,h8,h2
70.0,6300.0,70.0,6300.0,1,h3,h5
756.0,1113672.0,756.0,1113672.0,2,h6,h10
756.0,1113672.0,756.0,1113672.0,2,h6,h2
0.0,0.0,0.0,0.0,0,0,0
772135.0,24351973376.0,772135.0,24351973376.0,3,h4,h10
70.0,6300.0,70.0,6300.0,1,h6,h5
70.0,6300.0,70.0,6300.0,1,h6,h7
823904.0,26518339584.0,823904.0,26518339584.0,3,h1,h10
756.0,1113672.0,756.0,1113672.0,2,iot1,h4
80.0,6720.0,80.0,6720.0,1,h3,iot1
756.0,1113672.0,756.0,1113672.0,2,h8,h1
70.0,6300.0,70.0,6300.0,1,h1,h5
879104.0,27900866560.0,879104.0,27900866560.0,3,iot1,h8
850440.0,26531624960.0,850440.0,26531624960.0,3,h6,h1
871696.0,27670732800.0,871696.0,27670732800.0,3,h5,h1
70.0,6300.0,70.0,6300.0,1,h10,h4
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
856208.0,28180367360.0,856208.0,28180367360.0,3,h10,h1
853936.0,26690672640.0,853936.0,26690672640.0,3,h8,h5
754.0,1114612.0,754.0,1114612.0,2,h7,h9
70.0,6300.0,70.0,6300.0,1,iot1,h5
756.0,1113672.0,756.0,1113672.0,2,h5,h9
756.0,1113672.0,756.0,1113672.0,2,h1,h6
0.0,0.0,0.0,0.0,0,0,0
893528.0,27966824448.0,893528.0,27966824448.0,3,h3,h4
0.0,0.0,0.0,0.0,0,0,0
825688.0,26004654080.0,825688.0,26004654080.0,3,h10,h8
600592.0,18747283456.0,600592.0,18747283456.0,3,h5,h3
756.0,1113672.0,756.0,1113672.0,2,h6,h4
856544.0,26802561024.0,856544.0,26802561024.0,3,h3,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h1,h5
70.0,6300.0,70.0,6300.0,1,h6,iot1
900480.0,28675072000.0,900480.0,28675072000.0,3,h10,h3
70.0,6300.0,70.0,6300.0,1,h4,iot1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h1,iot1
70.0,6300.0,70.0,6300.0,1,h7,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
764.0,1115032.0,764.0,1115032.0,2,iot1,h4
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h3,h1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h6,h2
70.0,6300.0,70.0,6300.0,1,h10,h2
70.0,6300.0,70.0,6300.0,1,iot1,h7
80.0,6720.0,80.0,6720.0,1,h1,h5
70.0,6300.0,70.0,6300.0,1,h2,h10
874488.0,27474833408.0,874488.0,27474833408.0,3,h1,h2
0.0,0.0,0.0,0.0,0,0,0
753.0,1114570.0,753.0,1114570.0,2,h4,h9
70.0,6300.0,70.0,6300.0,1,h10,h7
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h7,h2
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h3,iot1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h7,h8
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,iot1,h8
756.0,1113672.0,756.0,1113672.0,2,h4,h2
756.0,1113672.0,756.0,1113672.0,2,h9,h5
724696.0,25997989888.0,724696.0,25997989888.0,3,h2,iot1
812456.0,26567915520.0,812456.0,26567915520.0,3,h6,h7
70.0,6300.0,70.0,6300.0,1,h5,h10
754.0,1114612.0,754.0,1114612.0,2,iot1,h6
70.0,6300.0,70.0,6300.0,1,h8,h5
70.0,6300.0,70.0,6300.0,1,iot1,h10
756.0,1113672.0,756.0,1113672.0,2,h10,h5
0.0,0.0,0.0,0.0,0,0,0
890528.0,28159563776.0,890528.0,28159563776.0,3,h5,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h3
817864.0,25110751232.0,817864.0,25110751232.0,3,h6,h1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h8,h2
754.0,1114612.0,754.0,1114612.0,2,h3,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h1
829592.0,27629156352.0,829592.0,27629156352.0,3,h4,h2
80.0,6720.0,80.0,6720.0,1,h5,h10
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h7,h4
0.0,0.0,0.0,0.0,0,0,0
558792.0,17539710976.0,558792.0,17539710976.0,3,iot1,h3
664.0,974568.0,664.0,974568.0,2,h3,h4
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h9,iot1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h9,h7
751984.0,26754764800.0,751984.0,26754764800.0,3,h3,h10
756.0,1113672.0,756.0,1113672.0,2,h3,h2
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
841384.0,26686216192.0,841384.0,26686216192.0,3,h2,h7
70.0,6300.0,70.0,6300.0,1,h5,h10
868648.0,27545751552.0,868648.0,27545751552.0,3,h4,h10
836192.0,26073505792.0,836192.0,26073505792.0,3,h2,h5
842832.0,27300777984.0,842832.0,27300777984.0,3,iot1,h8
80.0,6720.0,80.0,6720.0,1,h2,h8
600480.0,18791317504.0,600480.0,18791317504.0,3,h4,iot1
0.0,0.0,0.0,0.0,0,0,0
858504.0,27119360000.0,858504.0,27119360000.0,3,h5,h2
756.0,1113672.0,756.0,1113672.0,2,h2,h10
756.0,1113672.0,756.0,1113672.0,2,h4,h5
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h9,iot1
774024.0,24670603264.0,774024.0,24670603264.0,3,h7,h6
708008.0,22146648064.0,708008.0,22146648064.0,3,h6,h3
0.0,0.0,0.0,0.0,0,0,0
538440.0,16739353600.0,538440.0,16739353600.0,3,h4,h5
70.0,6300.0,70.0,6300.0,1,h1,iot1
756.0,1113672.0,756.0,1113672.0,2,h7,h5
80.0,6720.0,80.0,6720.0,1,h8,h6
756.0,1113672.0,756.0,1113672.0,2,h7,h10
0.0,0.0,0.0,0.0,0,0,0
869640.0,27152601088.0,869640.0,27152601088.0,3,h5,h4
70.0,6300.0,70.0,6300.0,1,h10,h5
756.0,1113672.0,756.0,1113672.0,2,h4,h6
756.0,1113672.0,756.0,1113672.0,2,h3,h2
70.0,6300.0,70.0,6300.0,1,h3,h8
70.0,6300.0,70.0,6300.0,1,h3,h2
70.0,6300.0,70.0,6300.0,1,h6,h1
756.0,1113672.0,756.0,1113672.0,2,h9,h2
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,iot1
756.0,1113672.0,756.0,1113672.0,2,h8,h2
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
808520.0,25467699200.0,808520.0,25467699200.0,3,h1,h4
881128.0,27494146048.0,881128.0,27494146048.0,3,h9,iot1
817928.0,25253361664.0,817928.0,25253361664.0,3,iot1,h3
756.0,1113672.0,756.0,1113672.0,2,h7,h9
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h4,h8
836400.0,26255972352.0,836400.0,26255972352.0,3,h3,h2
70.0,6300.0,70.0,6300.0,1,iot1,h4
80.0,6720.0,80.0,6720.0,1,h1,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
783976.0,25484953600.0,783976.0,25484953600.0,3,h3,h8
756.0,1113672.0,756.0,1113672.0,2,h9,h6
866176.0,27755302912.0,866176.0,27755302912.0,3,h3,h9
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h10
0.0,0.0,0.0,0.0,0,0,0
763304.0,24712886272.0,763304.0,24712886272.0,3,h6,h5
756.0,1113672.0,756.0,1113672.0,2,h2,h9
603432.0,19026393088.0,603432.0,19026393088.0,3,h7,h9
754271.0,24103985152.0,754271.0,24103985152.0,3,h10,h2
754.0,1114612.0,754.0,1114612.0,2,h8,h2
70.0,6300.0,70.0,6300.0,1,h8,h10
546288.0,17904838656.0,546288.0,17904838656.0,3,h2,h1
70.0,6300.0,70.0,6300.0,1,h8,h3
70.0,6300.0,70.0,6300.0,1,h6,h9
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
664.0,974568.0,664.0,974568.0,2,h7,h8
803448.0,25631991808.0,803448.0,25631991808.0,3,iot1,h5
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h3
70.0,6300.0,70.0,6300.0,1,h7,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
848208.0,26364753920.0,848208.0,26364753920.0,3,h10,h3
71.0,6342.0,71.0,6342.0,1,h4,h1
754.0,1114612.0,754.0,1114612.0,2,h10,h4
757544.0,23914539008.0,757544.0,23914539008.0,3,h3,h10
756.0,1113672.0,756.0,1113672.0,2,h5,h10
80.0,6720.0,80.0,6720.0,1,h3,h8
0.0,0.0,0.0,0.0,0,0,0
775187.0,24689815552.0,775187.0,24689815552.0,3,h6,iot1
0.0,0.0,0.0,0.0,0,0,0
663832.0,21323614208.0,663832.0,21323614208.0,3,h7,iot1
80.0,6720.0,80.0,6720.0,1,h1,h2
756.0,1113672.0,756.0,1113672.0,2,h6,h7
70.0,6300.0,70.0,6300.0,1,iot1,h3
756.0,1113672.0,756.0,1113672.0,2,h3,h1
80.0,6720.0,80.0,6720.0,1,h1,h9
756.0,1113672.0,756.0,1113672.0,2,h8,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h9,h6
893000.0,28097861632.0,893000.0,28097861632.0,3,h9,h5
455520.0,14681817088.0,455520.0,14681817088.0,3,h10,h7
756.0,1113672.0,756.0,1113672.0,2,h1,h5
0.0,0.0,0.0,0.0,0,0,0
598040.0,19192760320.0,598040.0,19192760320.0,3,iot1,h7
811480.0,25571704832.0,811480.0,25571704832.0,3,h4,iot1
907080.0,27980300288.0,907080.0,27980300288.0,3,h10,h7
664.0,974568.0,664.0,974568.0,2,h5,h8
0.0,0.0,0.0,0.0,0,0,0
503816.0,15743024128.0,503816.0,15743024128.0,3,h6,h7
70.0,6300.0,70.0,6300.0,1,iot1,h5
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h9,h10
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h10
70.0,6300.0,70.0,6300.0,1,h6,h1
451440.0,14023042048.0,451440.0,14023042048.0,3,h5,h6
754.0,1114612.0,754.0,1114612.0,2,h2,h10
756.0,1113672.0,756.0,1113672.0,2,iot1,h2
874136.0,27254609920.0,874136.0,27254609920.0,3,h8,h5
70.0,6300.0,70.0,6300.0,1,h6,h3
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h1,h4
840200.0,25828403200.0,840200.0,25828403200.0,3,h4,h5
756.0,1113672.0,756.0,1113672.0,2,h10,h6
70.0,6300.0,70.0,6300.0,1,h7,h4
903104.0,28526346240.0,903104.0,28526346240.0,3,h10,h4
756.0,1113672.0,756.0,1113672.0,2,h3,h9
70.0,6300.0,70.0,6300.0,1,h10,h1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h8
756.0,1113672.0,756.0,1113672.0,2,h8,h5
900184.0,27966214144.0,900184.0,27966214144.0,3,h4,h2
756.0,1113672.0,756.0,1113672.0,2,h5,h2
756.0,1113672.0,756.0,1113672.0,2,h7,h8
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,h1
754.0,1114612.0,754.0,1114612.0,2,h10,h4
806464.0,25839808512.0,806464.0,25839808512.0,3,h2,h4
70.0,6300.0,70.0,6300.0,1,iot1,h8
878648.0,27702648832.0,878648.0,27702648832.0,3,h8,h6
80.0,6720.0,80.0,6720.0,1,h1,h3
756.0,1113672.0,756.0,1113672.0,2,h10,h9
866536.0,27318476800.0,866536.0,27318476800.0,3,h5,h6
70.0,6300.0,70.0,6300.0,1,h4,h7
70.0,6300.0,70.0,6300.0,1,h10,iot1
785344.0,24189003776.0,785344.0,24189003776.0,3,h2,h3
70.0,6300.0,70.0,6300.0,1,h6,h3
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h5,iot1
725725.0,22963478528.0,725725.0,22963478528.0,3,h3,h5
756.0,1113672.0,756.0,1113672.0,2,h8,h5
70.0,6300.0,70.0,6300.0,1,h10,h9
0.0,0.0,0.0,0.0,0,0,0
462136.0,16307547136.0,462136.0,16307547136.0,3,h3,iot1
756.0,1113672.0,756.0,1113672.0,2,h7,h9
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h6,h9
754.0,1114612.0,754.0,1114612.0,2,iot1,h4
1730.0,2586360.0,1730.0,2586360.0,2,h7,h5
849048.0,26772705280.0,849048.0,26772705280.0,3,h4,h7
756.0,1113672.0,756.0,1113672.0,2,iot1,h5
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h6,h2
764.0,1115032.0,764.0,1115032.0,2,h1,h8
0.0,0.0,0.0,0.0,0,0,0
754.0,1113588.0,754.0,1113588.0,2,h1,iot1
70.0,6300.0,70.0,6300.0,1,h2,h8
70.0,6300.0,70.0,6300.0,1,h7,h9
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h8,h5
70.0,6300.0,70.0,6300.0,1,h7,h9
71.0,6342.0,71.0,6342.0,1,h7,h4
70.0,6300.0,70.0,6300.0,1,h10,h8
799890.0,25063952384.0,799890.0,25063952384.0,3,h10,h6
756.0,1113672.0,756.0,1113672.0,2,h10,h5
754.0,1113588.0,754.0,1113588.0,2,h10,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h9,h6
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h7,iot1
754.0,1114612.0,754.0,1114612.0,2,h3,h6
756.0,1113672.0,756.0,1113672.0,2,h3,h8
70.0,6300.0,70.0,6300.0,1,h1,h4
874240.0,27484254208.0,874240.0,27484254208.0,3,h6,h3
695898.0,22447708160.0,695898.0,22447708160.0,3,h7,h1
0.0,0.0,0.0,0.0,0,0,0
883440.0,27676751872.0,883440.0,27676751872.0,3,h2,h6
70.0,6300.0,70.0,6300.0,1,h10,h5
756.0,1113672.0,756.0,1113672.0,2,h9,h3
69.0,6258.0,69.0,6258.0,1,h8,h6
218656.0,7216052224.0,218656.0,7216052224.0,3,iot1,h2
277128.0,9022412800.0,277128.0,9022412800.0,3,iot1,h6
0.0,0.0,0.0,0.0,0,0,0
888296.0,28371228672.0,888296.0,28371228672.0,3,h1,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,iot1
644.0,973728.0,644.0,973728.0,2,h7,iot1
831376.0,26012370944.0,831376.0,26012370944.0,3,h8,h3
871024.0,27374989312.0,871024.0,27374989312.0,3,h7,h1
756.0,1113672.0,756.0,1113672.0,2,h6,h8
754.0,1114612.0,754.0,1114612.0,2,h3,iot1
70.0,6300.0,70.0,6300.0,1,h7,h1
0.0,0.0,0.0,0.0,0,0,0
890312.0,28241338368.0,890312.0,28241338368.0,3,h5,h4
69.0,6258.0,69.0,6258.0,1,h2,iot1
756.0,1113672.0,756.0,1113672.0,2,h1,h5
736.0,1112832.0,736.0,1112832.0,2,h5,h1
756.0,1113672.0,756.0,1113672.0,2,h10,h5
756.0,1113672.0,756.0,1113672.0,2,iot1,h10
80.0,6720.0,80.0,6720.0,1,h10,h4
80.0,6720.0,80.0,6720.0,1,h8,h10
824464.0,25914396672.0,824464.0,25914396672.0,3,iot1,h4
70.0,6300.0,70.0,6300.0,1,h10,h2
70.0,6300.0,70.0,6300.0,1,h6,h9
765656.0,24514861056.0,765656.0,24514861056.0,3,h5,h9
836480.0,25789360128.0,836480.0,25789360128.0,3,h10,h7
80.0,6720.0,80.0,6720.0,1,h4,iot1
736.0,1112832.0,736.0,1112832.0,2,h5,h9
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
744.0,1114192.0,744.0,1114192.0,2,h7,h10
756.0,1113672.0,756.0,1113672.0,2,h3,h7
80.0,6720.0,80.0,6720.0,1,h9,h3
852624.0,26854729728.0,852624.0,26854729728.0,3,h1,h6
822872.0,25943652352.0,822872.0,25943652352.0,3,h9,h5
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h6,h5
797748.0,25197766656.0,797748.0,25197766656.0,3,h10,h3
70.0,6300.0,70.0,6300.0,1,h9,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h3
676448.0,20735148032.0,676448.0,20735148032.0,3,h7,h1
756.0,1113672.0,756.0,1113672.0,2,h1,h5
70.0,6300.0,70.0,6300.0,1,h9,h5
70.0,6300.0,70.0,6300.0,1,h9,h2
756.0,1113672.0,756.0,1113672.0,2,h8,iot1
70.0,6300.0,70.0,6300.0,1,h2,iot1
70.0,6300.0,70.0,6300.0,1,h8,h3
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
795048.0,25389215744.0,795048.0,25389215744.0,3,h8,h4
754.0,1114612.0,754.0,1114612.0,2,h8,h7
718459.0,22680408064.0,718459.0,22680408064.0,3,h6,h7
756.0,1113672.0,756.0,1113672.0,2,h9,h2
0.0,0.0,0.0,0.0,0,0,0
853792.0,26857953280.0,853792.0,26857953280.0,3,h1,h5
