packets_received,bytes_received,packets_transmitted,bytes_transmitted,traffic_type,i_src_host,i_dst_host
754.0,1114612.0,754.0,1114612.0,2,h3,h1
80.0,6720.0,80.0,6720.0,1,h4,h3
744176.0,22993008640.0,744176.0,22993008640.0,3,h8,h7
70.0,6300.0,70.0,6300.0,1,h8,h2
756.0,1113672.0,756.0,1113672.0,2,h6,h5
820080.0,25918302208.0,820080.0,25918302208.0,3,h8,h1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,iot1
754.0,1114612.0,754.0,1114612.0,2,h6,h3
0.0,0.0,0.0,0.0,0,0,0
800232.0,25353906176.0,800232.0,25353906176.0,3,h2,iot1
756.0,1113672.0,756.0,1113672.0,2,h4,h5
0.0,0.0,0.0,0.0,0,0,0
763416.0,23791196160.0,763416.0,23791196160.0,3,h7,h5
70.0,6300.0,70.0,6300.0,1,iot1,h3
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h6
70.0,6300.0,70.0,6300.0,1,h5,h9
756.0,1113672.0,756.0,1113672.0,2,h2,h4
70.0,6300.0,70.0,6300.0,1,h10,h5
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h8,h6
773296.0,24588765184.0,773296.0,24588765184.0,3,h9,h5
680323.0,21608998912.0,680323.0,21608998912.0,3,h2,h5
756.0,1113672.0,756.0,1113672.0,2,iot1,h10
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h9,h2
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h5,h6
0.0,0.0,0.0,0.0,0,0,0
773864.0,24575170560.0,773864.0,24575170560.0,3,iot1,h6
791704.0,24572153856.0,791704.0,24572153856.0,3,iot1,h10
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h6,h7
70.0,6300.0,70.0,6300.0,1,h2,h7
813992.0,25305538560.0,813992.0,25305538560.0,3,h2,h3
756.0,1113672.0,756.0,1113672.0,2,h10,h1
756.0,1113672.0,756.0,1113672.0,2,h2,h9
815872.0,26044901376.0,815872.0,26044901376.0,3,h8,h1
756.0,1113672.0,756.0,1113672.0,2,h4,h6
0.0,0.0,0.0,0.0,0,0,0
813680.0,25959821312.0,813680.0,25959821312.0,3,h7,h10
756.0,1113672.0,756.0,1113672.0,2,h9,h2
818072.0,25350889472.0,818072.0,25350889472.0,3,h7,h1
478048.0,15564107776.0,478048.0,15564107776.0,3,h1,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h6
795824.0,24820938752.0,795824.0,24820938752.0,3,h5,h8
689720.0,21802426368.0,689720.0,21802426368.0,3,iot1,h7
0.0,0.0,0.0,0.0,0,0,0
69.0,6258.0,69.0,6258.0,1,h10,h9
80.0,6720.0,80.0,6720.0,1,h8,h1
756.0,1113672.0,756.0,1113672.0,2,h4,iot1
785104.0,25424211968.0,785104.0,25424211968.0,3,h1,h7
754.0,1114612.0,754.0,1114612.0,2,h4,h2
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h3
756.0,1113672.0,756.0,1113672.0,2,h9,h4
69.0,6258.0,69.0,6258.0,1,h10,h1
0.0,0.0,0.0,0.0,0,0,0
624920.0,19610818560.0,624920.0,19610818560.0,3,h3,h5
0.0,0.0,0.0,0.0,0,0,0
777840.0,24483158016.0,777840.0,24483158016.0,3,h8,h10
80.0,6720.0,80.0,6720.0,1,h4,iot1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h3
704296.0,22363326464.0,704296.0,22363326464.0,3,h1,h5
0.0,0.0,0.0,0.0,0,0,0
587936.0,18423488512.0,587936.0,18423488512.0,3,h9,h10
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,iot1,h9
70.0,6300.0,70.0,6300.0,1,h3,h10
0.0,0.0,0.0,0.0,0,0,0
821744.0,26069405696.0,821744.0,26069405696.0,3,h8,iot1
756.0,1113672.0,756.0,1113672.0,2,h8,h1
70.0,6300.0,70.0,6300.0,1,h5,h2
70.0,6300.0,70.0,6300.0,1,h6,h4
756.0,1113672.0,756.0,1113672.0,2,h8,h6
70.0,6300.0,70.0,6300.0,1,h5,iot1
70.0,6300.0,70.0,6300.0,1,h4,h1
64.0,5712.0,64.0,5712.0,1,h1,h7
754.0,1114612.0,754.0,1114612.0,2,h7,h6
839680.0,26558177280.0,839680.0,26558177280.0,3,h1,h7
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h9,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h8,h3
754.0,1114612.0,754.0,1114612.0,2,h3,h7
756.0,1113672.0,756.0,1113672.0,2,h1,h9
754.0,1114612.0,754.0,1114612.0,2,iot1,h10
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h4
70.0,6300.0,70.0,6300.0,1,h4,h5
896376.0,28452501504.0,896376.0,28452501504.0,3,h4,h5
754.0,1114612.0,754.0,1114612.0,2,h6,h5
754.0,1114612.0,754.0,1114612.0,2,h6,h10
860928.0,27409975296.0,860928.0,27409975296.0,3,h7,h10
0.0,0.0,0.0,0.0,0,0,0
679329.0,22797101056.0,679329.0,22797101056.0,3,iot1,h10
70.0,6300.0,70.0,6300.0,1,h10,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h4,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h4,h3
872128.0,27215679488.0,872128.0,27215679488.0,3,iot1,h1
80.0,6720.0,80.0,6720.0,1,h9,h4
70.0,6300.0,70.0,6300.0,1,h1,h6
754.0,1114612.0,754.0,1114612.0,2,h4,h5
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h5
810656.0,25334671360.0,810656.0,25334671360.0,3,h7,h8
503344.0,16292441088.0,503344.0,16292441088.0,3,h5,h2
756.0,1113672.0,756.0,1113672.0,2,iot1,h6
0.0,0.0,0.0,0.0,0,0,0
664.0,974568.0,664.0,974568.0,2,h6,h3
808568.0,25882939392.0,808568.0,25882939392.0,3,h3,iot1
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h6,h1
895008.0,27711068160.0,895008.0,27711068160.0,3,h10,h5
70.0,6300.0,70.0,6300.0,1,h8,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h1
70.0,6300.0,70.0,6300.0,1,h6,h5
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
664.0,974568.0,664.0,974568.0,2,h3,h7
754.0,1114612.0,754.0,1114612.0,2,h4,h3
70.0,6300.0,70.0,6300.0,1,h1,h3
835728.0,26095495168.0,835728.0,26095495168.0,3,h7,h10
541400.0,17920245760.0,541400.0,17920245760.0,3,h4,h8
70.0,6300.0,70.0,6300.0,1,h2,h6
80.0,6720.0,80.0,6720.0,1,h6,h1
756.0,1113672.0,756.0,1113672.0,2,h5,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h5
0.0,0.0,0.0,0.0,0,0,0
64.0,5712.0,64.0,5712.0,1,h2,h9
80.0,6720.0,80.0,6720.0,1,h2,h3
836544.0,25556580352.0,836544.0,25556580352.0,3,h1,h4
70.0,6300.0,70.0,6300.0,1,h1,h10
920992.0,29026650112.0,920992.0,29026650112.0,3,h2,h5
80.0,6720.0,80.0,6720.0,1,h6,h9
844088.0,26956926976.0,844088.0,26956926976.0,3,iot1,h10
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
855304.0,27304747008.0,855304.0,27304747008.0,3,h8,h3
756.0,1113672.0,756.0,1113672.0,2,h5,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h4,h2
858872.0,27247310848.0,858872.0,27247310848.0,3,h10,h8
70.0,6300.0,70.0,6300.0,1,h1,h3
825056.0,26091644928.0,825056.0,26091644928.0,3,h10,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,iot1
756.0,1113672.0,756.0,1113672.0,2,h5,h3
916344.0,29268563968.0,916344.0,29268563968.0,3,h10,h6
756.0,1113672.0,756.0,1113672.0,2,h2,h7
70.0,6300.0,70.0,6300.0,1,h8,h6
0.0,0.0,0.0,0.0,0,0,0
876416.0,27395268608.0,876416.0,27395268608.0,3,h1,h2
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h5,h8
70.0,6300.0,70.0,6300.0,1,h5,h1
900328.0,28966565888.0,900328.0,28966565888.0,3,h8,h1
756.0,1113672.0,756.0,1113672.0,2,h4,h3
764.0,1115032.0,764.0,1115032.0,2,h6,h8
744.0,1114192.0,744.0,1114192.0,2,h4,h3
754.0,1114612.0,754.0,1114612.0,2,iot1,h10
744152.0,22864031744.0,744152.0,22864031744.0,3,h7,h4
754.0,1114612.0,754.0,1114612.0,2,h8,h7
64.0,5712.0,64.0,5712.0,1,h5,iot1
70.0,6300.0,70.0,6300.0,1,h5,h1
876640.0,27210733568.0,876640.0,27210733568.0,3,h6,h2
756.0,1113672.0,756.0,1113672.0,2,h8,h10
756.0,1113672.0,756.0,1113672.0,2,h9,h10
756.0,1113672.0,756.0,1113672.0,2,h4,h8
70.0,6300.0,70.0,6300.0,1,h5,h7
917136.0,29073580032.0,917136.0,29073580032.0,3,h6,h1
756.0,1113672.0,756.0,1113672.0,2,h5,h8
756.0,1113672.0,756.0,1113672.0,2,h9,h1
0.0,0.0,0.0,0.0,0,0,0
890672.0,28164816896.0,890672.0,28164816896.0,3,iot1,h9
890440.0,28176334848.0,890440.0,28176334848.0,3,h10,h7
756.0,1113672.0,756.0,1113672.0,2,h4,h9
861440.0,27396378624.0,861440.0,27396378624.0,3,h1,h4
844440.0,27588194304.0,844440.0,27588194304.0,3,h1,h10
754.0,1114612.0,754.0,1114612.0,2,h7,h4
80.0,6720.0,80.0,6720.0,1,h9,h6
70.0,6300.0,70.0,6300.0,1,h3,h5
838648.0,27510216704.0,838648.0,27510216704.0,3,h8,h5
756.0,1113672.0,756.0,1113672.0,2,h4,h6
835488.0,26779150336.0,835488.0,26779150336.0,3,h8,iot1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h7
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h7
0.0,0.0,0.0,0.0,0,0,0
882192.0,27798302720.0,882192.0,27798302720.0,3,h9,iot1
809456.0,25933328384.0,809456.0,25933328384.0,3,h7,iot1
841904.0,27056398336.0,841904.0,27056398336.0,3,iot1,h6
0.0,0.0,0.0,0.0,0,0,0
820632.0,25914142720.0,820632.0,25914142720.0,3,h7,h3
756.0,1113672.0,756.0,1113672.0,2,h9,h1
934944.0,30467266560.0,934944.0,30467266560.0,3,h10,h6
894720.0,28139917312.0,894720.0,28139917312.0,3,h2,iot1
754.0,1114612.0,754.0,1114612.0,2,h5,h3
70.0,6300.0,70.0,6300.0,1,h5,h8
856168.0,27274395648.0,856168.0,27274395648.0,3,h2,h4
926104.0,28664178688.0,926104.0,28664178688.0,3,h7,h5
739504.0,22442196992.0,739504.0,22442196992.0,3,h6,h3
756.0,1113672.0,756.0,1113672.0,2,h1,h4
756.0,1113672.0,756.0,1113672.0,2,h5,iot1
70.0,6300.0,70.0,6300.0,1,h3,iot1
756.0,1113672.0,756.0,1113672.0,2,h4,h10
864120.0,26980270080.0,864120.0,26980270080.0,3,h10,h5
754.0,1114612.0,754.0,1114612.0,2,h1,h5
736.0,1112832.0,736.0,1112832.0,2,h1,h5
70.0,6300.0,70.0,6300.0,1,h10,h3
547208.0,16964327424.0,547208.0,16964327424.0,3,h9,iot1
756.0,1113672.0,756.0,1113672.0,2,h2,iot1
754.0,1114612.0,754.0,1114612.0,2,h1,iot1
70.0,6300.0,70.0,6300.0,1,h4,h5
1730.0,2586360.0,1730.0,2586360.0,2,iot1,h5
756.0,1113672.0,756.0,1113672.0,2,h9,h7
820352.0,26365011968.0,820352.0,26365011968.0,3,h9,h2
70.0,6300.0,70.0,6300.0,1,iot1,h5
841088.0,26537299968.0,841088.0,26537299968.0,3,h8,iot1
756.0,1113672.0,756.0,1113672.0,2,iot1,h10
70.0,6300.0,70.0,6300.0,1,h4,h3
70.0,6300.0,70.0,6300.0,1,h5,h2
70.0,6300.0,70.0,6300.0,1,h10,h4
70.0,6300.0,70.0,6300.0,1,h8,h6
70.0,6300.0,70.0,6300.0,1,iot1,h9
80.0,6720.0,80.0,6720.0,1,h9,h7
659896.0,20367054848.0,659896.0,20367054848.0,3,h5,h6
858920.0,26842562560.0,858920.0,26842562560.0,3,h1,h5
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h3,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h8,h4
70.0,6300.0,70.0,6300.0,1,iot1,h8
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h3,h2
756.0,1113672.0,756.0,1113672.0,2,h1,h5
835784.0,26671167488.0,835784.0,26671167488.0,3,h9,h8
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h8,h4
60.0,5880.0,60.0,5880.0,1,h8,h9
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h3,h6
662.0,975508.0,662.0,975508.0,2,h3,h7
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h6,h1
756.0,1113672.0,756.0,1113672.0,2,h8,h3
756.0,1113672.0,756.0,1113672.0,2,h5,h3
756.0,1113672.0,756.0,1113672.0,2,h6,h7
70.0,6300.0,70.0,6300.0,1,h2,iot1
891888.0,28204742656.0,891888.0,28204742656.0,3,h2,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,iot1,h5
0.0,0.0,0.0,0.0,0,0,0
897696.0,29482291200.0,897696.0,29482291200.0,3,h8,h2
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
881944.0,28028973056.0,881944.0,28028973056.0,3,h9,h3
754.0,1114612.0,754.0,1114612.0,2,h1,h6
0.0,0.0,0.0,0.0,0,0,0
835960.0,26782326784.0,835960.0,26782326784.0,3,h7,h2
756.0,1113672.0,756.0,1113672.0,2,h3,h9
883528.0,28258715648.0,883528.0,28258715648.0,3,h3,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h8,h6
70.0,6300.0,70.0,6300.0,1,iot1,h2
624136.0,19499618304.0,624136.0,19499618304.0,3,h2,iot1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h5,h9
70.0,6300.0,70.0,6300.0,1,h7,h6
78.0,6636.0,78.0,6636.0,1,h2,h4
0.0,0.0,0.0,0.0,0,0,0
60.0,5880.0,60.0,5880.0,1,h7,h6
0.0,0.0,0.0,0.0,0,0,0
854792.0,26656692224.0,854792.0,26656692224.0,3,h8,h2
756.0,1113672.0,756.0,1113672.0,2,h9,h4
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h4,h5
70.0,6300.0,70.0,6300.0,1,h6,h2
872160.0,27755698176.0,872160.0,27755698176.0,3,h10,h6
872112.0,27268487168.0,872112.0,27268487168.0,3,h5,h3
651880.0,21744353280.0,651880.0,21744353280.0,3,h9,iot1
0.0,0.0,0.0,0.0,0,0,0
787129.0,25106233344.0,787129.0,25106233344.0,3,iot1,h3
70.0,6300.0,70.0,6300.0,1,h2,h3
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h7,h4
799912.0,25187162112.0,799912.0,25187162112.0,3,h7,h8
70.0,6300.0,70.0,6300.0,1,h3,h4
867024.0,27155574784.0,867024.0,27155574784.0,3,h9,h8
70.0,6300.0,70.0,6300.0,1,h1,h9
756.0,1113672.0,756.0,1113672.0,2,h5,iot1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,iot1,h6
756.0,1113672.0,756.0,1113672.0,2,h1,h10
756.0,1113672.0,756.0,1113672.0,2,h10,h2
756.0,1113672.0,756.0,1113672.0,2,h2,h1
868760.0,27228041216.0,868760.0,27228041216.0,3,iot1,h10
754.0,1114612.0,754.0,1114612.0,2,h10,h1
754.0,1114612.0,754.0,1114612.0,2,h3,h2
756.0,1113672.0,756.0,1113672.0,2,h3,h7
756.0,1113672.0,756.0,1113672.0,2,h9,iot1
70.0,6300.0,70.0,6300.0,1,h1,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h1
756.0,1113672.0,756.0,1113672.0,2,h6,h8
756.0,1113672.0,756.0,1113672.0,2,h2,h1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
736.0,1112832.0,736.0,1112832.0,2,h2,h1
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h5,h6
912352.0,28833140736.0,912352.0,28833140736.0,3,h5,iot1
70.0,6300.0,70.0,6300.0,1,h4,h5
835912.0,25940318208.0,835912.0,25940318208.0,3,iot1,h9
756.0,1113672.0,756.0,1113672.0,2,h6,h3
664.0,974568.0,664.0,974568.0,2,h10,h9
756.0,1113672.0,756.0,1113672.0,2,h10,h2
756.0,1113672.0,756.0,1113672.0,2,iot1,h9
70.0,6300.0,70.0,6300.0,1,iot1,h10
801536.0,26039760896.0,801536.0,26039760896.0,3,h3,h4
899352.0,28758882304.0,899352.0,28758882304.0,3,h4,h3
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h1,h4
655448.0,20282873856.0,655448.0,20282873856.0,3,h8,h2
754.0,1114612.0,754.0,1114612.0,2,h4,h10
80.0,6720.0,80.0,6720.0,1,h6,h5
0.0,0.0,0.0,0.0,0,0,0
754.0,1113588.0,754.0,1113588.0,2,h8,iot1
80.0,6720.0,80.0,6720.0,1,h4,h10
705360.0,22681116672.0,705360.0,22681116672.0,3,h2,h9
0.0,0.0,0.0,0.0,0,0,0
736.0,1112832.0,736.0,1112832.0,2,h10,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h1
756.0,1113672.0,756.0,1113672.0,2,iot1,h3
778712.0,24724389888.0,778712.0,24724389888.0,3,h5,iot1
916984.0,28969762816.0,916984.0,28969762816.0,3,h7,h2
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h4,h8
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h1,iot1
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h9
793800.0,24791445504.0,793800.0,24791445504.0,3,h6,h7
80.0,6720.0,80.0,6720.0,1,h9,h2
875376.0,27882788864.0,875376.0,27882788864.0,3,h7,h10
829440.0,26226159616.0,829440.0,26226159616.0,3,h10,h5
70.0,6300.0,70.0,6300.0,1,h6,h2
744.0,1114192.0,744.0,1114192.0,2,h2,h6
70.0,6300.0,70.0,6300.0,1,h7,h5
817184.0,25689520128.0,817184.0,25689520128.0,3,iot1,h9
70.0,6300.0,70.0,6300.0,1,h6,iot1
0.0,0.0,0.0,0.0,0,0,0
754.0,1114612.0,754.0,1114612.0,2,h9,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h1
80.0,6720.0,80.0,6720.0,1,h8,h3
70.0,6300.0,70.0,6300.0,1,h2,h1
70.0,6300.0,70.0,6300.0,1,iot1,h4
756.0,1113672.0,756.0,1113672.0,2,h5,h9
70.0,6300.0,70.0,6300.0,1,h7,h8
70.0,6300.0,70.0,6300.0,1,h6,h10
70.0,6300.0,70.0,6300.0,1,h1,h4
911040.0,28537356288.0,911040.0,28537356288.0,3,h9,h1
70.0,6300.0,70.0,6300.0,1,h4,h6
787152.0,25677053952.0,787152.0,25677053952.0,3,h10,h6
70.0,6300.0,70.0,6300.0,1,h7,h6
70.0,6300.0,70.0,6300.0,1,h9,h3
60.0,5880.0,60.0,5880.0,1,h6,h7
863096.0,27209840640.0,863096.0,27209840640.0,3,h10,h3
754.0,1114612.0,754.0,1114612.0,2,h3,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h7
756.0,1113672.0,756.0,1113672.0,2,h8,h2
0.0,0.0,0.0,0.0,0,0,0
637704.0,19308623872.0,637704.0,19308623872.0,3,h3,h7
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h4
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h5,h1
908584.0,28779415552.0,908584.0,28779415552.0,3,h10,h7
754.0,1114612.0,754.0,1114612.0,2,h1,h2
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h4,h8
928496.0,29368981504.0,928496.0,29368981504.0,3,iot1,h6
70.0,6300.0,70.0,6300.0,1,h2,h3
756.0,1113672.0,756.0,1113672.0,2,h2,h1
756.0,1113672.0,756.0,1113672.0,2,h9,h10
70.0,6300.0,70.0,6300.0,1,h8,h1
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h4
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h10
70.0,6300.0,70.0,6300.0,1,h2,h6
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h2,h3
70.0,6300.0,70.0,6300.0,1,h6,h8
80.0,6720.0,80.0,6720.0,1,h8,h1
898472.0,28326811648.0,898472.0,28326811648.0,3,h5,h2
664.0,974568.0,664.0,974568.0,2,h1,h10
80.0,6720.0,80.0,6720.0,1,h8,h4
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h4,h1
839632.0,27621431296.0,839632.0,27621431296.0,3,h9,h6
70.0,6300.0,70.0,6300.0,1,h3,h1
70.0,6300.0,70.0,6300.0,1,h5,h10
70.0,6300.0,70.0,6300.0,1,h9,h5
0.0,0.0,0.0,0.0,0,0,0
730044.0,23181211648.0,730044.0,23181211648.0,3,h9,h6
80.0,6720.0,80.0,6720.0,1,iot1,h8
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,iot1,h6
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,iot1
856176.0,26162339840.0,856176.0,26162339840.0,3,h7,h6
858616.0,27243100160.0,858616.0,27243100160.0,3,h5,h3
756.0,1113672.0,756.0,1113672.0,2,h7,h9
661.0,975338.0,661.0,975338.0,2,h4,h9
871584.0,26963984384.0,871584.0,26963984384.0,3,h8,h9
0.0,0.0,0.0,0.0,0,0,0
744.0,1114192.0,744.0,1114192.0,2,h9,h8
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h10,h3
756.0,1113672.0,756.0,1113672.0,2,h1,h5
756.0,1113672.0,756.0,1113672.0,2,h1,h4
70.0,6300.0,70.0,6300.0,1,h10,h5
718935.0,23039182848.0,718935.0,23039182848.0,3,iot1,h7
82.0,6804.0,82.0,6804.0,1,h3,iot1
0.0,0.0,0.0,0.0,0,0,0
874440.0,26718808064.0,874440.0,26718808064.0,3,h7,h2
70.0,6300.0,70.0,6300.0,1,h8,h10
70.0,6300.0,70.0,6300.0,1,h8,iot1
70.0,6300.0,70.0,6300.0,1,iot1,h9
754.0,1114612.0,754.0,1114612.0,2,h8,h4
0.0,0.0,0.0,0.0,0,0,0
847152.0,27613538304.0,847152.0,27613538304.0,3,h6,h7
767711.0,24486875136.0,767711.0,24486875136.0,3,h4,h8
0.0,0.0,0.0,0.0,0,0,0
756.0,1113672.0,756.0,1113672.0,2,h4,iot1
70.0,6300.0,70.0,6300.0,1,h9,h10
756.0,1113672.0,756.0,1113672.0,2,h3,h10
756.0,1113672.0,756.0,1113672.0,2,h7,h3
756.0,1113672.0,756.0,1113672.0,2,h5,iot1
0.0,0.0,0.0,0.0,0,0,0
485384.0,17761359872.0,485384.0,17761359872.0,3,h8,h4
756.0,1113672.0,756.0,1113672.0,2,h7,h9
70.0,6300.0,70.0,6300.0,1,h3,h9
756.0,1113672.0,756.0,1113672.0,2,h2,h7
817096.0,25617164288.0,817096.0,25617164288.0,3,h7,h3
661.0,975338.0,661.0,975338.0,2,h5,h3
0.0,0.0,0.0,0.0,0,0,0
821048.0,26062020608.0,821048.0,26062020608.0,3,h7,h2
70.0,6300.0,70.0,6300.0,1,h4,h6
888264.0,28129005568.0,888264.0,28129005568.0,3,h8,h9
0.0,0.0,0.0,0.0,0,0,0
789944.0,24965255168.0,789944.0,24965255168.0,3,h5,h9
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
80.0,6720.0,80.0,6720.0,1,h8,h2
754.0,1114612.0,754.0,1114612.0,2,h5,h3
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
811184.0,25292763136.0,811184.0,25292763136.0,3,h5,h4
0.0,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,0,0,0
70.0,6300.0,70.0,6300.0,1,h2,h7
874472.0,27098394624.0,874472.0,27098394624.0,3,h1,h6
70.0,6300.0,70.0,6300.0,1,h8,h7
60.0,5880.0,60.0,5880.0,1,h7,h8
70.0,6300.0,70.0,6300.0,1,h9,h10
756.0,1113672.0,756.0,1113672.0,2,iot1,h1
70.0,6300.0,70.0,6300.0,1,h6,h4
756.0,1113672.0,756.0,1113672.0,2,h7,h8
894416.0,27640774656.0,894416.0,27640774656.0,3,h7,h3
70.0,6300.0,70.0,6300.0,1,h9,h5
70.0,6300.0,70.0,6300.0,1,h7,h6
70.0,6300.0,70.0,6300.0,1,h6,h8
867288.0,27487989760.0,867288.0,27487989760.0,3,h9,h4
1721.0,2572752.0,1721.0,2572752.0,2,h9,h8
70.0,6300.0,70.0,6300.0,1,h6,h2
0.0,0.0,0.0,0.0,0,0,0
918232.0,29349429248.0,918232.0,29349429248.0,3,iot1,h7
803392.0,25388718080.0,803392.0,25388718080.0,3,h3,h8
664.0,974568.0,664.0,974568.0,2,h3,h6
70.0,6300.0,70.0,6300.0,1,h9,h8
823464.0,25489657856.0,823464.0,25489657856.0,3,h7,h9
931928.0,29948020736.0,931928.0,29948020736.0,3,h4,h8
0.0,0.0,0.0,0.0,0,0,0
960831.0,30106691584.0,960831.0,30106691584.0,3,h1,h8
